OaSIS profile code,Workplace/employer name,Profile name
94110.00,Chemical processing departments in industries,Chemical plant machine operators
94110.00,"Chemical, cleaning compound, ink and adhesives industries",Chemical plant machine operators
94111.01,Plastic products manufacturing plants,Mixing machine operators - plastic processing
94111.02,Plastic products manufacturing plants,Calendering process operators - plastic processing
94111.03,Plastic products manufacturing plants,Extruding process operators - plastic processing
94111.04,Plastic products manufacturing plants,Moulding process operators - plastic processing
94112.01,Rubber products manufacturing companies,Rubber processing machine operators
94112.01,Tire manufacturers,Rubber processing machine operators
94112.02,Rubber products manufacturing companies,"Assemblers, rubber products"
94112.02,Tire manufacturers,"Assemblers, rubber products"
94112.03,Rubber products manufacturing companies,Rubber products inspectors
94112.03,Tire manufacturers,Rubber products inspectors
94120.00,Planing mills,Sawmill machine operators
94120.00,Sawmills,Sawmill machine operators
94121.00,Pulp and paper companies,"Pulp mill, papermaking and finishing machine operators"
94122.00,Paper products manufacturing companies,Paper converting machine operators
94123.01,Planing mills,Lumber graders
94123.01,Sawmills,Lumber graders
94123.01,Waferboard plants,Lumber graders
94123.01,Wood processing plants,Lumber graders
94123.01,Wood treatment plants,Lumber graders
94123.02,Planing mills,Other wood processing inspectors and graders
94123.02,Sawmills,Other wood processing inspectors and graders
94123.02,Waferboard plants,Other wood processing inspectors and graders
94123.02,Wood processing plants,Other wood processing inspectors and graders
94123.02,Wood treatment plants,Other wood processing inspectors and graders
94124.00,Fixture manufacturing companies,Woodworking machine operators
94124.00,Furniture manufacturing companies,Woodworking machine operators
94124.00,Wood products manufacturing establishments,Woodworking machine operators
94129.00,Planing mills,Other wood processing machine operators
94129.00,Sawmills,Other wood processing machine operators
94129.00,Waferboard plants,Other wood processing machine operators
94129.00,Wood processing plants,Other wood processing machine operators
94129.00,Wood treatment plants,Other wood processing machine operators
94129.00,Woodrooms of pulp mills,Other wood processing machine operators
94130.01,Textile manufacturers,"Textile fibre, yarn, hide and pelt processing machine operators"
94130.02,Textile manufacturing companies,"Textile, hide and pelt dyeing and finishing machine operators"
94131.00,Garment manufacturing companies,"Weavers, knitters and other fabric making occupations"
94131.00,Mattress manufacturing companies,"Weavers, knitters and other fabric making occupations"
94131.00,Textile companies,"Weavers, knitters and other fabric making occupations"
94132.00,Clothing manufacturing companies,Industrial sewing machine operators
94132.00,Footwear manufacturing companies,Industrial sewing machine operators
94132.00,Fur products manufacturing companies,Industrial sewing machine operators
94132.00,Furriers,Industrial sewing machine operators
94132.00,Textile and leather products manufacturing companies,Industrial sewing machine operators
94133.00,"Garment, fur and leather products manufacturers","Inspectors and graders, textile, fabric, fur and leather products manufacturing"
94133.00,Leather tanning companies,"Inspectors and graders, textile, fabric, fur and leather products manufacturing"
94140.01,Bakeries,"Process control operators, food and beverage processing"
94140.01,Brewing companies,"Process control operators, food and beverage processing"
94140.01,Dairies,"Process control operators, food and beverage processing"
94140.01,Flour mills,"Process control operators, food and beverage processing"
94140.01,Food and beverage processing establishments,"Process control operators, food and beverage processing"
94140.01,Fruit and vegetable processing plants,"Process control operators, food and beverage processing"
94140.01,Meat plants,"Process control operators, food and beverage processing"
94140.01,Sugar refineries,"Process control operators, food and beverage processing"
94140.02,Bakeries,"Machine operators, food and beverage 
processing"
94140.02,Brewing companies,"Machine operators, food and beverage 
processing"
94140.02,Dairies,"Machine operators, food and beverage 
processing"
94140.02,Flour mills,"Machine operators, food and beverage 
processing"
94140.02,Food and beverage processing establishments,"Machine operators, food and beverage 
processing"
94140.02,Fruit and vegetable processing plants,"Machine operators, food and beverage 
processing"
94140.02,Meat plants,"Machine operators, food and beverage 
processing"
94140.02,Sugar refineries,"Machine operators, food and beverage 
processing"
94141.01,Meat and poultry processing and packing plants,Industrial butchers
94141.01,Meat and poultry slaughtering establishments,Industrial butchers
94141.02,Meat and poultry processing and packing plants,Industrial meat cutters
94141.02,Meat and poultry slaughtering establishments,Industrial meat cutters
94141.03,Meat and poultry processing and packing plants,Poultry preparers
94141.03,Meat and poultry slaughtering establishments,Poultry preparers
94142.01,Fish and seafood processing plants,Fish and seafood plant machine operators
94142.02,Fish and seafood processing plants,Fish and seafood plant cutters and cleaners
94143.00,Bakeries,"Testers and graders, food and beverage processing"
94143.00,Brewing companies,"Testers and graders, food and beverage processing"
94143.00,Dairies,"Testers and graders, food and beverage processing"
94143.00,Fish plants,"Testers and graders, food and beverage processing"
94143.00,Flour mills,"Testers and graders, food and beverage processing"
94143.00,"Food, beverage and tobacco processing establishments","Testers and graders, food and beverage processing"
94143.00,Fruit and vegetable processing plants,"Testers and graders, food and beverage processing"
94143.00,Meat plants,"Testers and graders, food and beverage processing"
94143.00,Sugar refineries,"Testers and graders, food and beverage processing"
94150.00,Commercial printing companies,Plateless printing equipment operators
94150.00,In-house printing departments of private and public sector establishments,Plateless printing equipment operators
94150.00,Newspaper and magazine publishing companies,Plateless printing equipment operators
94150.00,Rapid printing services,Plateless printing equipment operators
94151.01,"Colour graphics, platemaking and cylinder preparation companies","Graphic arts camera operators, scanner operators, film strippers and assemblers"
94151.01,Commercial publishing and printing companies,"Graphic arts camera operators, scanner operators, film strippers and assemblers"
94151.01,In-house printing departments of private and public sector establishments,"Graphic arts camera operators, scanner operators, film strippers and assemblers"
94151.01,Newspapers and magazines,"Graphic arts camera operators, scanner operators, film strippers and assemblers"
94151.02,"Colour graphics, platemaking and cylinder preparation companies",Etchers and engravers
94151.02,Commercial publishing and printing companies,Etchers and engravers
94151.02,In-house printing departments of private and public sector establishments,Etchers and engravers
94151.02,Newspapers and magazines,Etchers and engravers
