Code de profil professionnel SIPeC,Lieux de travail/employeurs,Nom du profil professionnel SIPeC
82020.00,Mines de charbon et de minerais métallifères et non métallifères,Surveillants/surveillantes de l'exploitation des mines et des carrières
82020.00,Carrières,Surveillants/surveillantes de l'exploitation des mines et des carrières
82021.00,Entrepreneurs en forage et en entretien de puits,Entrepreneurs/entrepreneuses et surveillants/surveillantes du forage et des services reliés à l'extraction de pétrole et de gaz
82021.00,Compagnies productrices de pétrole,Entrepreneurs/entrepreneuses et surveillants/surveillantes du forage et des services reliés à l'extraction de pétrole et de gaz
82021.00,Travailleurs autonomes,Entrepreneurs/entrepreneuses et surveillants/surveillantes du forage et des services reliés à l'extraction de pétrole et de gaz
82030.01,Entreprises de services agricoles,Entrepreneurs/entrepreneuses de services agricoles
82030.01,Travailleurs autonomes,Entrepreneurs/entrepreneuses de services agricoles
82030.02,Fermes générales,Surveillants/surveillantes d’exploitations agricoles
82030.02,Exploitations agricoles spécialisées,Surveillants/surveillantes d’exploitations agricoles
82031.00,Cimetières,"Entrepreneurs/entrepreneuses et superviseurs/superviseures des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture"
82031.00,Entreprises d'aménagement paysager,"Entrepreneurs/entrepreneuses et superviseurs/superviseures des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture"
82031.00,Services d'aménagement paysager à l'intérieur de services des travaux publics et des entreprises privées,"Entrepreneurs/entrepreneuses et superviseurs/superviseures des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture"
82031.00,Entreprises d'entretien des pelouses,"Entrepreneurs/entrepreneuses et superviseurs/superviseures des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture"
82031.00,Pépinières et serres,"Entrepreneurs/entrepreneuses et superviseurs/superviseures des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture"
82031.00,Entreprises d'entretien des arbres,"Entrepreneurs/entrepreneuses et superviseurs/superviseures des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture"
83100.00,Mines de charbon et de minerais métallifères et non métallifères,"Mineurs/mineuses d'extraction et de préparation, mines souterraines"
83100.00,"Entrepreneurs spécialisés en construction de mines, de puits et de tunnels","Mineurs/mineuses d'extraction et de préparation, mines souterraines"
83101.01,Entrepreneurs en forage et en entretien de puits,Foreurs/foreuses et personnel à l'entretien des puits de pétrole et de gaz
83101.01,Compagnies productrices de pétrole,Foreurs/foreuses et personnel à l'entretien des puits de pétrole et de gaz
83101.02,Compagnies productrices de pétrole,Travailleurs/travailleuses en diagraphie et en mise à l'essai des puits et travailleurs assimilés/travailleuses assimilées
83101.02,Entreprises de diagraphie et de mise à l'essai des puits,Travailleurs/travailleuses en diagraphie et en mise à l'essai des puits et travailleurs assimilés/travailleuses assimilées
83110.00,Entreprises en exploitation forestière,Conducteurs/conductrices de machines d'abattage d'arbres
83110.00,Entrepreneurs en exploitation forestière,Conducteurs/conductrices de machines d'abattage d'arbres
83120.00,Entreprises exploitant des navires de pêche commerciale,Capitaines et officiers/officières de bâtiments de pêche
83121.00,Propriétaires-exploitants de bateaux de pêche qui sont travailleurs autonomes,Pêcheurs indépendants/pêcheuses indépendantes
84100.00,Mines de charbon et de minerais métallifères et non métallifères,Travailleurs/travailleuses d'entretien et de soutien des mines souterraines
84101.01,Entrepreneurs en forage et en entretien de puits,Travailleurs/travailleuses au forage de puits de pétrole et de gaz
84101.01,Compagnies productrices de pétrole,Travailleurs/travailleuses au forage de puits de pétrole et de gaz
84101.02,Entrepreneurs en forage et en entretien de puits,Travailleurs/travailleuses à l'entretien de puits de pétrole et de gaz
84101.02,Compagnies productrices de pétrole,Travailleurs/travailleuses à l'entretien de puits de pétrole et de gaz
84110.00,Entreprises en exploitation forestière,Opérateurs/opératrices de scies à chaîne et d'engins de débardage
84110.00,Entrepreneurs en exploitation forestière,Opérateurs/opératrices de scies à chaîne et d'engins de débardage
84111.00,Services gouvernementaux,Ouvriers/ouvrières en sylviculture et en exploitation forestière
84111.00,Entreprises en exploitation forestière,Ouvriers/ouvrières en sylviculture et en exploitation forestière
84111.00,Entrepreneurs en exploitation forestière,Ouvriers/ouvrières en sylviculture et en exploitation forestière
84120.01,Fermes de cultures de plein champ,Ouvriers spécialisés/ouvrières spécialisées dans l'élevage du bétail
84120.01,Fermes de cultures fruitières,Ouvriers spécialisés/ouvrières spécialisées dans l'élevage du bétail
84120.01,Fermes d'élevage,Ouvriers spécialisés/ouvrières spécialisées dans l'élevage du bétail
84120.01,Exploitations agricoles spécialisées,Ouvriers spécialisés/ouvrières spécialisées dans l'élevage du bétail
84120.01,Fermes de cultures maraîchères,Ouvriers spécialisés/ouvrières spécialisées dans l'élevage du bétail
84120.02,Fermes de cultures de plein champ,Opérateurs/opératices de machineries agricoles
84120.02,Fermes de cultures fruitières,Opérateurs/opératices de machineries agricoles
84120.02,Fermes d'élevage,Opérateurs/opératices de machineries agricoles
84120.02,Exploitations agricoles spécialisées,Opérateurs/opératices de machineries agricoles
84120.02,Fermes de cultures maraîchères,Opérateurs/opératices de machineries agricoles
84121.00,Entreprises exploitant des navires de pêche commerciale,Matelots de pont sur les bateaux de pêche
84121.00,Pêcheurs/pêcheuses autonomes,Matelots de pont sur les bateaux de pêche
85100.00,Fermes de cultures de plein champ,Manoeuvres aux soins du bétail
85100.00,Fermes de cultures fruitières et maraîchères,Manoeuvres aux soins du bétail
85100.00,Fermes d'élevage,Manoeuvres aux soins du bétail
85100.00,Exploitations agricoles spécialisées,Manoeuvres aux soins du bétail
85101.00,Fermes de cultures de plein champ,Manoeuvres à la récolte
85101.00,Fermes de cultures fruitières,Manoeuvres à la récolte
85101.00,Fermes d'élevage,Manoeuvres à la récolte
85101.00,Exploitations agricoles spécialisées,Manoeuvres à la récolte
85101.00,Fermes de cultures maraîchères,Manoeuvres à la récolte
85102.00,Entreprises aquacoles commerciales,Manoeuvres de l'aquaculture et de la mariculture
85102.00,Alevinières privées ou publiques,Manoeuvres de l'aquaculture et de la mariculture
85103.00,Pépinières et serres intérieures et extérieures,Manoeuvres de pépinières et de serres
85104.00,Travailleurs autonomes,Trappeurs/trappeuses et chasseurs/chasseuses
85110.00,Mines de charbon et de minerais métallifères et non métallifères,Manoeuvres des mines
85111.00,Entrepreneurs en forage et en entretien de puits,"Manoeuvres de forage et d'entretien des puits de pétrole et de gaz, et personnel assimilé"
85111.00,Compagnies productrices de pétrole,"Manoeuvres de forage et d'entretien des puits de pétrole et de gaz, et personnel assimilé"
85120.00,Entreprises en exploitation forestière,Manoeuvres de l'exploitation forestière
85120.00,Entrepreneurs en exploitation forestière,Manoeuvres de l'exploitation forestière
85121.00,Cimetières,Manoeuvres en aménagement paysager et en entretien des terrains
85121.00,Terrains de golf,Manoeuvres en aménagement paysager et en entretien des terrains
85121.00,Entreprises d'aménagement paysager et d'entretien des pelouses,Manoeuvres en aménagement paysager et en entretien des terrains
85121.00,Services d'aménagement paysager à l'intérieur de services des travaux publics et des entreprises privées,Manoeuvres en aménagement paysager et en entretien des terrains
90010.00,Entreprises de fabrication,Directeurs/directrices de la fabrication
90011.01,"Services d'utilité publique, secteurs privé et public",Directeurs/directrices du service des eaux
90011.02,"Services d'utilité publique, secteurs privé et public",Directeurs/directrices de réseaux de distribution d'électricité
90011.03,Entreprises de distribution de combustible de chauffage,Directeurs/directrices de l'approvisionnement en gaz naturel et Directeurs/directrices de la distribution de produits pétroliers
90011.03,"Services d'utilité publique, secteurs privé et public",Directeurs/directrices de l'approvisionnement en gaz naturel et Directeurs/directrices de la distribution de produits pétroliers
90011.04,"Services d'utilité publique, secteurs privé et public",Directeurs/directrices de services de lutte contre la pollution de l'eau
90011.05,"Services d'utilité publique, secteurs privé et public",Directeurs/directrices de systèmes de gestion des déchets
92010.00,Alumineries,Surveillants/surveillantes dans la transformation des métaux et des minerais
92010.00,Usines de ciment,Surveillants/surveillantes dans la transformation des métaux et des minerais
92010.00,"Usines de traitement de l'argile, du verre et de la pierre",Surveillants/surveillantes dans la transformation des métaux et des minerais
92010.00,"Usines d'affinage du cuivre, du plomb et du zinc",Surveillants/surveillantes dans la transformation des métaux et des minerais
92010.00,Fonderies,Surveillants/surveillantes dans la transformation des métaux et des minerais
92010.00,Usines d'affinage de métaux précieux,Surveillants/surveillantes dans la transformation des métaux et des minerais
92010.00,Aciéries,Surveillants/surveillantes dans la transformation des métaux et des minerais
92010.00,Usines de traitement de l'uranium,Surveillants/surveillantes dans la transformation des métaux et des minerais
92011.00,Entreprises de produits chimiques et pharmaceutiques,"Surveillants/surveillantes dans le raffinage du pétrole, dans le traitement du gaz et des produits chimiques et dans les services d'utilité publique"
92011.00,Services publics d’électricité,"Surveillants/surveillantes dans le raffinage du pétrole, dans le traitement du gaz et des produits chimiques et dans les services d'utilité publique"
92011.00,Entreprises de traitement du pétrole et du gaz naturel,"Surveillants/surveillantes dans le raffinage du pétrole, dans le traitement du gaz et des produits chimiques et dans les services d'utilité publique"
92011.00,Entreprises de pipelines et de produits pétrochimiques,"Surveillants/surveillantes dans le raffinage du pétrole, dans le traitement du gaz et des produits chimiques et dans les services d'utilité publique"
92011.00,Services de traitement de l'eau et des déchets,"Surveillants/surveillantes dans le raffinage du pétrole, dans le traitement du gaz et des produits chimiques et dans les services d'utilité publique"
92012.00,Boulangeries-pâtisseries,Surveillants/surveillantes dans la transformation des aliments et des boissons
92012.00,Brasseries,Surveillants/surveillantes dans la transformation des aliments et des boissons
92012.00,Laiteries,Surveillants/surveillantes dans la transformation des aliments et des boissons
92012.00,Usines de traitement du poisson,Surveillants/surveillantes dans la transformation des aliments et des boissons
92012.00,Minoteries,Surveillants/surveillantes dans la transformation des aliments et des boissons
92012.00,"Établissements de traitement des aliments, des boissons et du tabac",Surveillants/surveillantes dans la transformation des aliments et des boissons
92012.00,Usines de transformation des fruits et des légumes,Surveillants/surveillantes dans la transformation des aliments et des boissons
92012.00,Usines de transformation des viandes,Surveillants/surveillantes dans la transformation des aliments et des boissons
